window,balance,returnVal,position
1,199.99968855736006,-0.00031144263993263785,LONG
2,300.00091695485736,0.0012283974973206165,LONG
3,400.00243111033086,0.001514155473475435,LONG
4,500.0031576524949,0.000726542164047958,LONG
5,600.0038345490503,0.0006768965554061453,LONG
6,600.000985874769,-0.0028486742814137515,LONG
7,600.0001968368406,-0.0007890379283671688,LONG
8,700.0002201514083,2.3314567617783885e-05,LONG
9,799.9997287583913,-0.0004913930170423939,LONG
