window,balance,returnVal,position
1,200.00203534577412,0.0020353457741182144,SHORT
2,300.0017483035797,-0.0002870421944534352,SHORT
3,400.00076276640186,-0.0009855371778161428,SHORT
4,499.9993939500671,-0.001368816334751889,SHORT
5,599.9985313695723,-0.0008625804947716355,SHORT
6,599.9992979029049,0.0007665333326352458,SHORT
7,600.0000002217922,0.0007023188872624622,SHORT
8,600.0010595357642,0.0010593139719767687,SHORT
9,700.0009274691316,-0.00013206663249254794,SHORT
