window,balance,returnVal,position
1,200.00041914507213,0.0004191450721174087,LONG
2,300.00011106978945,-0.00030807528263892766,LONG
3,399.9995136669311,-0.0005974028583550096,LONG
4,399.99836689866453,-0.0011467682665403263,LONG
5,399.9976716938894,-0.0006952047751276291,LONG
6,499.9978618780213,0.0001901841319009593,LONG
7,599.9989836930833,0.0011218150621228108,LONG
8,699.9989240853572,-5.960772611456164e-05,LONG
9,799.9989918426409,6.775728362326248e-05,LONG
