inserttime,period,max,min,mean,vol,fd,returnVal
2022-12-18 23:41:53,1,1.0610499999999998,1.06055,1.060704416666667,0.0004713848572168725,,0.0
2022-12-18 23:47:42,2,1.0608499999999998,1.06055,1.060668986111112,0.00028284036200556726,2025877.7634739466,-3.340285474282901e-05
2022-12-18 23:53:21,3,1.06106,1.06055,1.0608061666666657,0.00048076643596666076,1820010.580066113,0.00012933399330986245
2022-12-18 23:59:17,4,1.06115,1.06055,1.0607758750000007,0.0005656237232958692,1232267.9747918032,-2.8555326709874852e-05
2022-12-19 00:05:22,5,1.06095,1.06036,1.060644777777778,0.0005562654079495264,999522.8753294138,-0.0001235861649121668
2022-12-19 00:11:17,6,1.06075,1.060335,1.0605109305555553,0.0003913208134334399,1415718.2060908454,-0.0001261942028349887
2022-12-19 00:17:12,7,1.06075,1.06043,1.0605681944444432,0.0003017250580173427,2127764.9401035123,5.3996509831188866e-05
2022-12-19 00:23:02,8,1.0608499999999998,1.0603500000000001,1.0605167499999977,0.00047146827242447985,2369194.419501308,-4.850649370306652e-05
2022-12-19 00:28:59,9,1.06075,1.0603500000000001,1.0604932916666676,0.00037718296112115645,1768372.563854363,-2.211971977817609e-05
2022-12-19 00:34:54,10,1.0606499999999999,1.06019,1.0603740833333342,0.0004338091690753833,1874095.934239519,-0.0001124083803925872
2022-12-19 00:40:53,11,1.06075,1.0601500000000001,1.0603790972222211,0.000565835371115575,1267153.021180694,4.72841515628221e-06
2022-12-19 00:46:53,12,1.0608499999999998,1.06045,1.0605964861111095,0.0003771462617857961,1529910.4312154439,0.00020501053770091357
2022-12-19 00:52:39,13,1.0608499999999998,1.06045,1.060613624999998,0.00037714016732526577,2015165.8875002183,1.615966968869486e-05
2022-12-19 00:58:50,14,1.06095,1.0605099999999998,1.060643347222222,0.00041484255867211016,1851304.751514234,2.802360965717589e-05
2022-12-19 01:05:05,15,1.0610499999999998,1.0606499999999999,1.0607776111111096,0.00037708186504895844,1816581.6590279753,0.0001265872163711941
2022-12-19 01:11:12,16,1.0610499999999998,1.06043,1.0606992777777775,0.0005845200548253191,1310476.8496419087,-7.384519857090502e-05
2022-12-19 01:17:00,17,1.0608499999999998,1.06033,1.0605658749999998,0.0004903042915649667,1244125.3533657338,-0.00012576870803308345
2022-12-19 01:22:59,18,1.0610499999999998,1.0606499999999999,1.0608010694444434,0.00037707352633933677,1479817.4918751616,0.00022176316435190105
2022-12-19 01:28:59,19,1.06175,1.0608499999999998,1.0612179861111115,0.0008480821205247564,1255774.616897977,0.0003930205942254981
2022-12-19 01:34:51,20,1.06195,1.061435,1.0616771944444445,0.0004850815320277581,717405.1721682247,0.00043271819677294523
2022-12-19 01:40:52,21,1.062795,1.0615450000000002,1.0621034027777787,0.001176909891005486,719681.265722366,0.0004014481384402382
2022-12-19 01:46:42,22,1.0633499999999998,1.0624500000000001,1.0628237361111117,0.000846800809410592,388521.12131186726,0.0006782139398565729
2022-12-19 01:52:33,23,1.0633499999999998,1.0627499999999999,1.0630069027777784,0.0005644365981369022,781310.0735417531,0.0001723396462116511
2022-12-19 01:58:31,24,1.06345,1.06284,1.0630952361111112,0.0005737961936800968,934129.5845173051,8.309761028077528e-05
2022-12-19 02:04:54,25,1.06325,1.0627149999999999,1.0629108055555554,0.0005033348021337914,1017215.5746621814,-0.00017348450946925387
2022-12-19 02:10:56,26,1.0637500000000002,1.062715,1.0631410694444476,0.0009735302583512894,702597.5763284236,0.00021663519430672554
2022-12-19 02:16:42,27,1.0639500000000002,1.0634000000000001,1.0636278749999997,0.0005170981439350211,746473.3813635675,0.00045789366015783
2022-12-19 02:22:35,28,1.06365,1.063085,1.063352333333333,0.0005313384682467369,1084054.7681417332,-0.0002590583352910497
2022-12-19 02:28:47,29,1.06355,1.063025,1.0632847638888894,0.0004937529604766798,1093664.3285716653,-6.354379665658462e-05
2022-12-19 02:35:16,30,1.06355,1.06311,1.063285416666667,0.0004138117509213738,1544180.4119318328,6.139256385302474e-07
2022-12-19 02:41:45,31,1.0633499999999998,1.06298,1.0631245138888878,0.00034803072938870247,1882017.720534255,-0.00015132604591113204
2022-12-19 02:47:41,32,1.06345,1.06292,1.063100875000002,0.0004985415894798492,1448224.2108492793,-2.223529659703852e-05
2022-12-19 02:53:42,33,1.06345,1.0628,1.0630280000000008,0.000611460845810307,979621.187692249,-6.854946855461236e-05
2022-12-19 02:59:43,34,1.0629,1.0621399999999999,1.062487430555555,0.0007153025797234176,759119.3089363092,-0.0005085185380307986
2022-12-19 03:06:00,35,1.06365,1.062305,1.0631137638888908,0.0012651515253455975,467928.139942198,0.0005894971698708377
2022-12-19 03:12:14,36,1.0637500000000002,1.063005,1.0633453333333347,0.0007006190525751592,468157.40850098233,0.00021782188539900716
2022-12-19 03:18:33,37,1.06365,1.06294,1.0632987361111113,0.0006677333244998758,852136.5927425806,-4.3821344546058445e-05
2022-12-19 03:24:29,38,1.06475,1.063325,1.064341694444444,0.0013388557522815256,502668.0423586708,0.0009808704721564643
2022-12-19 03:30:23,39,1.0646499999999999,1.063835,1.0642755972222213,0.0007657790915501145,304265.29343907,-6.210150609303833e-05
2022-12-19 03:36:34,40,1.06445,1.06385,1.064057319444445,0.0005638793973178061,955878.158634365,-0.00020509516364567294
2022-12-19 03:42:37,41,1.0641500000000002,1.06365,1.0638771944444456,0.00046997905642790465,1508577.86172172,-0.0001692812940691526
2022-12-19 03:48:44,42,1.0639500000000002,1.06292,1.063301722222222,0.0009686808348692058,890902.3167744667,-0.0005409197840019957
