window,balance,returnVal,position
1,200.00234655592328,0.002346555923274416,SHORT
2,300.0018693030098,-0.0004772529134807124,SHORT
3,400.00090238763835,-0.0009669153714803367,SHORT
4,499.9990890234684,-0.0018133641699661003,SHORT
5,599.9983496718254,-0.0007393516429902584,SHORT
6,599.9995224312358,0.00117275941043159,SHORT
7,600.0009361836427,0.0014137524068840006,SHORT
8,600.0026203617945,0.0016841781518203514,SHORT
9,700.0027091732727,8.881147818004325e-05,SHORT
