inserttime,period,max,min,mean,vol,fd,returnVal
2022-12-18 23:41:53,1,1.35761,1.3569,1.3573707638888877,0.0005230700549095574,,0.0
2022-12-18 23:47:43,2,1.3575,1.3572,1.3573844027777775,0.00022101329541288466,1864141.2464816864,1.0048020226071092e-05
2022-12-18 23:53:21,3,1.3574000000000002,1.3568,1.3570648888888903,0.0004421306636939164,2863406.915554814,-0.00023538939171049866
2022-12-18 23:59:18,4,1.3578000000000001,1.356905,1.357425861111113,0.0006593361933354454,1351359.153351821,0.0002659948136438734
2022-12-19 00:05:21,5,1.357825,1.357575,1.3576985138888875,0.00018413513563037104,1938793.4778326838,0.00020086016156445775
2022-12-19 00:11:18,6,1.3578999999999999,1.3572,1.3574586527777766,0.0005156694817683826,4435011.341290167,-0.00017666743290741468
2022-12-19 00:17:12,7,1.3578000000000001,1.3574000000000002,1.3575336250000003,0.0002946520017137372,2260293.4856252493,5.522983854449617e-05
2022-12-19 00:23:02,8,1.3578999999999999,1.357485,1.3577133888888855,0.00030566097631213354,3880115.8535490828,0.00013241947423968013
2022-12-19 00:28:59,9,1.3578999999999999,1.3576000000000001,1.357716611111112,0.00022095921751611662,4217972.938522108,2.373271305243872e-06
2022-12-19 00:34:54,10,1.358,1.3576000000000001,1.3578277499999982,0.0002945881758565889,4484226.144375488,8.18572064130448e-05
2022-12-19 00:40:53,11,1.3580999999999999,1.357605,1.3578653333333333,0.00036454277743785507,2331687.9461283595,2.7679014024447497e-05
2022-12-19 00:46:53,12,1.3578999999999999,1.35731,1.357584388888888,0.0004345954511768897,2367719.2138423347,-0.00020690155168442273
2022-12-19 00:52:38,13,1.3582,1.35734,1.3578457222222202,0.0006333561949826126,1379950.187467565,0.0001924987761136544
2022-12-19 00:58:50,14,1.35813,1.3575,1.3578544861111086,0.00046396724129435155,1463465.390586114,6.454259673942745e-06
2022-12-19 01:05:05,15,1.358,1.3575,1.3577709861111085,0.00036825061451066477,2289201.8825825644,-6.149407087004507e-05
2022-12-19 01:11:11,16,1.3578999999999999,1.3575,1.3576911388888864,0.00029461781736847,3224516.4548614603,-5.8807577300493164e-05
2022-12-19 01:17:00,17,1.3578999999999999,1.3575,1.3577023333333336,0.00029461538820361647,3618276.7183337323,8.245206974212693e-06
2022-12-19 01:23:00,18,1.3578000000000001,1.3574000000000002,1.357580277777777,0.00029464187609937577,3624739.341667064,-8.989861220676622e-05
2022-12-19 01:28:58,19,1.3576350000000001,1.3569,1.3573171805555582,0.000541509391120587,1870697.0121122391,-0.00019379864787775802
2022-12-19 01:34:50,20,1.3572,1.3569,1.3569924027777793,0.0002210771404363528,2804450.9657410528,-0.00023927920638704811
2022-12-19 01:40:52,21,1.3572,1.3567,1.3569551111111113,0.0003684720267500459,4084434.8844448947,-2.7481116763555168e-05
2022-12-19 01:46:40,22,1.357,1.35648,1.356725666666666,0.0003832757150365275,2384706.2679483686,-0.00016908771894260096
2022-12-19 01:52:34,23,1.3569,1.3565,1.3567003750000002,0.0002948329692913632,2713400.750000299,-1.8641695434281132e-05
2022-12-19 01:58:31,24,1.3567,1.3561,1.3564414444444446,0.0004423338747554082,2238128.38333358,-0.00019085316133681473
2022-12-19 02:04:54,25,1.3564,1.3556249999999999,1.3560467777777778,0.0005715142078433487,1529270.8177773985,-0.00029095739317255105
2022-12-19 02:10:55,26,1.355835,1.3549,1.3554380555555545,0.0006898138916548856,726282.8511587161,-0.00044889470791033113
2022-12-19 02:16:42,27,1.355345,1.3549,1.3551724861111094,0.0003283714837489281,1522665.7147314856,-0.00019592886842494895
2022-12-19 02:22:35,28,1.3554149999999998,1.3551,1.355260361111108,0.0002324276641143632,3601120.3880970227,6.484414412131332e-05
2022-12-19 02:28:47,29,1.3554,1.35477,1.35511973611111,0.00046490356771562285,2712390.455930727,-0.00010376235004963603
2022-12-19 02:35:16,30,1.355,1.3544,1.3547059305555549,0.0004429005487219491,1853689.2816437217,-0.0003053645700288271
2022-12-19 02:41:43,31,1.3553899999999999,1.3547,1.3551440833333324,0.0005091709497802044,1590821.315217719,0.0003234301761695214
2022-12-19 02:47:37,32,1.3554,1.355,1.35520563888889,0.0002951581579367609,2374997.882153041,4.5423624184842636e-05
2022-12-19 02:53:42,33,1.3555000000000001,1.3549,1.3551753055555547,0.00044274714683808803,2974609.795693669,-2.2382826978363667e-05
2022-12-19 02:59:42,34,1.3555000000000001,1.355,1.355204416666663,0.0003689480301650692,2059910.7133326398,2.1481435640857345e-05
2022-12-19 03:06:00,35,1.3553250000000001,1.35449,1.354783916666665,0.0006163344498911607,1786367.7751493964,-0.00031028529336719684
2022-12-19 03:12:14,36,1.355025,1.3546,1.3548106388888879,0.0003136969756514831,1724594.2485625055,1.972434267489874e-05
2022-12-19 03:18:33,37,1.3551,1.3547,1.354946041666667,0.0002952147079657367,3665129.042708738,9.994221619795707e-05
2022-12-19 03:24:29,38,1.35492,1.3540999999999999,1.3544218749999999,0.0006054243623317461,1889583.6890242912,-0.0003868542735637987
2022-12-19 03:30:23,39,1.3546,1.3542,1.3543945694444455,0.00029533491127628383,2024819.881319669,-2.0160303121516904e-05
2022-12-19 03:36:34,40,1.3547,1.3542999999999998,1.354539291666667,0.00029530335698716104,3630165.301665052,0.0001068538116487488
2022-12-19 03:42:38,41,1.3548,1.3545,1.354633500000001,0.0002214621150296126,3373037.415000374,6.955009272417577e-05
2022-12-19 03:48:44,42,1.3549,1.3545,1.3547375972222213,0.00029526013068517713,4365641.90704909,7.684530333878378e-05
