window,balance,returnVal,position
1,199.99925569038896,-0.0007443096110301072,SHORT
2,299.99968118031,0.00042548992102762757,SHORT
3,400.00002826713336,0.00034708682336960994,SHORT
4,400.00183645888285,0.0018081917494942247,SHORT
5,400.00398769530847,0.0021512364256019065,SHORT
6,500.0025979000223,-0.0013897952861912544,SHORT
7,600.0007337679609,-0.001864132061307918,SHORT
8,699.9989931331838,-0.0017406347770484326,SHORT
9,799.9985935509235,-0.00039958226038026043,SHORT
