inserttime,period,max,min,mean,vol,fd,returnVal,returnVal_predict,error
2022-12-20 12:30:06,1,1.3516650000000001,1.3511,1.3512627638888863,0.00041812741022634174,,,,
2022-12-20 12:38:55,2,1.3518,1.3514,1.3515924999999989,0.000295947188224229,3081630.900000337,0.00024402071893372103,0.000254020718933721,1e-05
2022-12-20 12:47:42,3,1.3519999999999999,1.3514,1.351704847222222,0.0004438838857705843,2845338.7034030906,8.312211130432139e-05,9.312211130432138e-05,1e-05
2022-12-20 12:56:12,4,1.3519999999999999,1.351335,1.351711861111111,0.0004919687539423408,2055008.55877219,5.1889204240347105e-06,1.5188920424034711e-05,1e-05
2022-12-20 13:04:53,5,1.3521100000000001,1.351335,1.351717972222224,0.000573344451968847,1585434.3699996087,4.521016119444386e-06,1.4521016119444387e-05,1e-05
2022-12-20 13:12:56,6,1.3521999999999998,1.3514,1.3518771805555538,0.0005917697343416597,1106849.4415799815,0.00011778221241536247,0.00012778221241536248,1e-05
2022-12-20 13:21:21,7,1.3521999999999998,1.351675,1.3519193611111129,0.0003883367714834712,1612002.8953442655,3.1201470196953755e-05,4.1201470196953754e-05,1e-05
2022-12-20 13:29:24,8,1.3521999999999998,1.3515000000000001,1.3519176805555553,0.0005177830056280082,1888822.13083414,-1.2430886086449806e-06,8.75691139135502e-06,1e-05
2022-12-20 13:37:42,9,1.3519999999999999,1.35126,1.3515631249999993,0.0005475141976812687,1525074.607263589,-0.00026226120173993743,-0.0002522612017399374,1e-05
2022-12-20 13:46:54,10,1.3519,1.3513,1.3516173472222235,0.0004439126215960797,1732322.9000226995,4.011815742914427e-05,5.011815742914427e-05,1e-05
2022-12-20 13:55:40,11,1.3519999999999999,1.3516,1.3517945833333347,0.0002959029462994388,3883029.9406254315,0.00013112891120807798,0.00014112891120807798,1e-05
2022-12-20 14:04:25,12,1.3524,1.3517000000000001,1.3519826527777778,0.0005177581225333816,2815986.725357453,0.00013912575679909085,0.00014912575679909085,1e-05
2022-12-20 14:13:05,13,1.3521999999999998,1.3515000000000001,1.3518337222222223,0.0005178151635757395,1431012.5545244212,-0.00011015714976042444,-0.00010015714976042444,1e-05
2022-12-20 14:22:07,14,1.3519,1.351595,1.3517277500000011,0.00022563715215582388,3541083.515573777,-7.839146226282353e-05,-6.839146226282354e-05,1e-05
2022-12-20 14:30:19,15,1.3521,1.3517000000000001,1.3518920833333345,0.0002958816054412299,5725262.9729173025,0.0001215728043856707,0.0001315728043856707,1e-05
2022-12-20 14:38:55,16,1.3521999999999998,1.3516949999999999,1.3519245694444457,0.0003735415506262308,4154825.6074809358,2.4030106775293534e-05,3.4030106775293534e-05,1e-05
2022-12-20 14:47:04,17,1.3521,1.3514,1.351837708333334,0.0005178136367146966,2444895.0553566376,-6.42499685818081e-05,-5.4249968581808103e-05,1e-05
2022-12-20 14:55:14,18,1.3516,1.3511,1.3513878472222225,0.0003699900077003762,2675747.937500295,-0.00033277745423012213,-0.0003227774542301221,1e-05
2022-12-20 15:03:31,19,1.3519,1.351,1.3513898333333334,0.0006659810350801486,2012069.3074071328,1.4696825304371946e-06,1.1469682530437196e-05,1e-05
2022-12-20 15:12:32,20,1.3519999999999999,1.351565,1.3517006250000003,0.0003218168224195081,1681080.5474139357,0.00022997928429010242,0.00023997928429010242,1e-05
2022-12-20 15:21:40,21,1.3518,1.3513,1.3515178333333324,0.00036995442284824603,3886965.288667092,-0.0001352308812226102,-0.0001252308812226102,1e-05
2022-12-20 15:30:34,22,1.35193,1.3514,1.3516745972222217,0.00039210620743285814,3068046.3027507523,0.00011599098807498765,0.00012599098807498767,1e-05
2022-12-20 15:39:41,23,1.3521999999999998,1.3517000000000001,1.3519203333333332,0.00036984427829923135,3160789.739335085,0.00018180123501355526,0.00019180123501355526,1e-05
2022-12-20 15:47:43,24,1.3524,1.3517000000000001,1.3520117222222219,0.0005177469902771067,1960416.9972224375,6.759931531126497e-05,7.759931531126497e-05,1e-05
2022-12-20 15:55:41,25,1.3524,1.3521,1.3522499722222228,0.00022185247266595342,3768269.922593009,0.0001762188863342739,0.0001862188863342739,1e-05
2022-12-20 16:03:53,26,1.35255,1.3519999999999999,1.3522626944444431,0.0004067257066690061,4838641.786666218,9.4081881913199e-06,1.9408188191319903e-05,1e-05
2022-12-20 16:11:32,27,1.352315,1.3518,1.3521126249999982,0.00038088543104909173,3032407.9259706154,-0.00011097654698417123,-0.00010097654698417123,1e-05
2022-12-20 16:20:29,28,1.3519999999999999,1.3515000000000001,1.35176052777778,0.00036988800140635514,2262847.123501258,-0.00026040524709854286,-0.00025040524709854284,1e-05
2022-12-20 16:27:59,29,1.3517000000000001,1.351385,1.3515891805555544,0.0002330589831080094,3788740.464858119,-0.00012675856315115598,-0.00011675856315115598,1e-05
2022-12-20 16:36:00,30,1.351705,1.3512,1.3514188055555545,0.0003736813472803328,4415526.7904292345,-0.00012605531506986042,-0.00011605531506986042,1e-05
2022-12-20 16:43:19,31,1.351515,1.351185,1.3513881666666685,0.00024419334735919644,2747822.605556047,-2.26716460952286e-05,-1.26716460952286e-05,1e-05
2022-12-20 16:51:30,32,1.352445,1.3483,1.3510138194444457,0.0030680663220042565,1133938.9813865873,-0.00027700939778554706,-0.00026700939778554703,1e-05
2022-12-20 16:59:11,33,1.3518,1.34762,1.3501547222222228,0.0030959414733742357,225456.45839979552,-0.0006358907731796215,-0.0006258907731796215,1e-05
2022-12-20 17:06:57,34,1.381055,1.35,1.3512991111111068,0.02298158841713796,15925.792132238535,0.0008475983308049805,0.0008575983308049805,1e-05
