inserttime,period,max,min,mean,vol,fd,returnVal,returnVal_predict,error
2022-12-20 12:30:06,1,1.0631499999999998,1.0622699999999998,1.062681416666667,0.0008280939011433028,,,,
2022-12-20 12:38:54,2,1.062365,1.06136,1.0619126805555552,0.0009464054986838863,641374.1264649469,-0.0007233928240911865,-0.0007133928240911864,1e-05
2022-12-20 12:47:41,3,1.0622500000000001,1.06132,1.0618164861111117,0.0008758575631145168,566302.1259258669,-9.05860210589122e-05,-8.05860210589122e-05,1e-05
2022-12-20 12:56:12,4,1.0621800000000001,1.06127,1.061682027777778,0.0008571304554386425,452673.2162392226,-0.00012663048190750807,-0.00011663048190750807,1e-05
2022-12-20 13:04:53,5,1.06215,1.06089,1.0614745138888884,0.0011870280289477675,462499.6096230829,-0.00019545766383941,-0.00018545766383941,1e-05
2022-12-20 13:12:55,6,1.0618500000000002,1.0607799999999998,1.0611233055555553,0.0010083653750684004,476017.93146401935,-0.0003308683616399884,-0.0003208683616399884,1e-05
2022-12-20 13:21:21,7,1.06155,1.0605600000000002,1.0611134027777778,0.0009329822782449141,525197.5427890943,-9.332353484014762e-06,6.676465159852387e-07,1e-05
2022-12-20 13:29:22,8,1.06145,1.0607600000000001,1.061124833333334,0.0006502533710688362,565933.2444445618,1.0772228044975466e-05,2.0772228044975465e-05,1e-05
2022-12-20 13:37:41,9,1.06175,1.06079,1.0612136805555548,0.0009046245987872145,752798.4546440402,8.372928370886545e-05,9.372928370886545e-05,1e-05
2022-12-20 13:46:53,10,1.0616500000000002,1.0609000000000002,1.0612034999999997,0.0007067447478264335,568805.0759999782,-9.593313525403826e-06,4.066864745961745e-07,1e-05
2022-12-20 13:55:39,11,1.0612499999999998,1.06061,1.0608837638888882,0.0006032706143543001,828815.4405385152,-0.00030129575629139874,-0.0002912957562913987,1e-05
2022-12-20 14:04:25,12,1.06095,1.05992,1.0605582083333345,0.0009711866750045995,804170.8356390919,-0.00030687203125844865,-0.00029687203125844863,1e-05
2022-12-20 14:13:06,13,1.0612,1.060325,1.0607845972222205,0.0008248611473915077,483717.7763333551,0.0002134620118982549,0.0002234620118982549,1e-05
2022-12-20 14:22:06,14,1.06135,1.0608499999999998,1.0610703611111103,0.00047122228489785263,1031360.3909996548,0.0002693891763116596,0.0002793891763116596,1e-05
2022-12-20 14:30:19,15,1.0612499999999998,1.0608300000000002,1.060954680555554,0.0003958698780420251,2427565.352416082,-0.00010902251141487262,-9.902251141487262e-05,1e-05
2022-12-20 14:38:54,16,1.0612499999999998,1.06073,1.0609397083333323,0.0004901315276593241,2109637.8046480264,-1.4112028059444074e-05,-4.112028059444073e-06,1e-05
2022-12-20 14:47:04,17,1.0617100000000002,1.060885,1.0611718472222227,0.0007774424115751257,945407.6457069844,0.00021880497738657907,0.00022880497738657907,1e-05
2022-12-20 14:55:14,18,1.0622500000000001,1.06167,1.0619449305555562,0.0005461676809331536,897160.3723655189,0.0007285185103215298,0.0007385185103215298,1e-05
2022-12-20 15:03:30,19,1.06235,1.06154,1.0619910277777769,0.0007627183081714991,929569.9243141541,4.340829820298992e-05,5.340829820298992e-05,1e-05
2022-12-20 15:12:32,20,1.06195,1.06145,1.0616991666666662,0.0004709431971862197,904567.6900000992,-0.0002748244603548128,-0.0002648244603548128,1e-05
2022-12-20 15:21:36,21,1.0620500000000002,1.0616400000000001,1.0618468472222216,0.0003861197130947617,2069306.4169036844,0.00013909830599097476,0.00014909830599097476,1e-05
2022-12-20 15:30:31,22,1.06215,1.0617,1.0618858611111104,0.00042377435888352384,2454136.212346553,3.674154044991321e-05,4.674154044991321e-05,1e-05
2022-12-20 15:39:41,23,1.0625499999999999,1.06204,1.0622869027777775,0.00048009628911566897,1568435.3682196045,0.000377669278172203,0.00038766927817220304,1e-05
2022-12-20 15:47:42,24,1.06265,1.0621800000000001,1.0623951805555552,0.0004423965851898864,1731478.1027778862,0.00010192893981327422,0.00011192893981327422,1e-05
2022-12-20 15:55:41,25,1.06235,1.0616500000000002,1.0620155416666661,0.0006591240641367274,1451926.9619649053,-0.00035734244265915246,-0.00034734244265915244,1e-05
2022-12-20 16:03:53,26,1.06195,1.06135,1.0616351250000007,0.0005651659274177967,966087.963750107,-0.00035820254199711197,-0.00034820254199711194,1e-05
2022-12-20 16:11:33,27,1.0621900000000002,1.0616,1.0619597222222188,0.0005555766265461345,1094358.4934084916,0.0003057521502202695,0.00031575215022026953,1e-05
2022-12-20 16:20:28,28,1.06265,1.0620500000000002,1.0623672361111116,0.0005647764535701294,1117256.2099769753,0.0003837376129859895,0.0003937376129859895,1e-05
2022-12-20 16:28:04,29,1.06271,1.06235,1.0624891944444437,0.00033882697526008767,1384187.311650703,0.0001147986583043552,0.0001247986583043552,1e-05
2022-12-20 16:36:04,30,1.06305,1.06262,1.0627655833333338,0.00040460474703317905,2555580.495735529,0.000260133364494745,0.000270133364494745,1e-05
2022-12-20 16:43:19,31,1.0629499999999998,1.06263,1.062739444444447,0.0003011086129085552,2822901.6493066563,-2.4595159362362415e-05,-1.4595159362362414e-05,1e-05
2022-12-20 16:51:29,32,1.06285,1.0625499999999999,1.0627105972222237,0.00028229698733064944,2716996.760229774,-2.7144209593408723e-05,-1.714420959340872e-05,1e-05
2022-12-20 16:59:10,33,1.06305,1.061885,1.062589958333334,0.0010963777615848904,1341690.8400928956,-0.00011351998296151693,-0.00010351998296151693,1e-05
2022-12-20 17:06:57,34,1.0629499999999998,1.0622449999999999,1.0626341944444435,0.0006634456181494678,598391.1704886109,4.163046221410736e-05,5.163046221410736e-05,1e-05
2022-12-20 17:14:20,35,1.0629499999999998,1.0622500000000001,1.0626587500000007,0.0006587251081306209,853163.1678575081,2.3108192532779744e-05,3.310819253277975e-05,1e-05
2022-12-20 17:22:09,36,1.06285,1.0620500000000002,1.0624905416666683,0.0007529478791829973,863273.5651042631,-0.00015829007508977753,-0.00014829007508977753,1e-05
2022-12-20 17:29:20,37,1.06285,1.062155,1.0625110833333349,0.0006541108237852369,645150.6146281941,1.933350543932165e-05,2.9333505439321648e-05,1e-05
2022-12-20 17:36:42,38,1.06285,1.06246,1.0626339583333329,0.00036701255116277314,2027178.6282045427,0.00011564585247664618,0.00012564585247664618,1e-05
2022-12-20 17:43:43,39,1.06285,1.0623749999999998,1.0625832916666662,0.0004470237803713117,2395845.6955251787,-4.7680263057008316e-05,-3.768026305700832e-05,1e-05
2022-12-20 17:51:14,40,1.06285,1.062355,1.062600458333333,0.00046583830838594926,1850427.4648143125,1.6155596273229326e-05,2.615559627322933e-05,1e-05
2022-12-20 17:58:04,41,1.06265,1.0623399999999998,1.0624548055555583,0.00029177711689877984,3057128.021144451,-0.0001370720072935396,-0.0001270720072935396,1e-05
2022-12-20 18:04:53,42,1.0627499999999999,1.06235,1.0625119999999997,0.0003764663363801595,4263329.400000469,5.383235516686636e-05,6.383235516686636e-05,1e-05
2022-12-20 18:11:47,43,1.0629499999999998,1.0624500000000001,1.0626258888888886,0.0004705324848828376,1751207.464889859,0.00010718833188610472,0.00011718833188610472,1e-05
2022-12-20 18:18:27,44,1.0629499999999998,1.06265,1.0627576666666665,0.00028228448442126346,2809222.765557944,0.00012401145046036122,0.00013401145046036122,1e-05
2022-12-20 18:24:51,45,1.06285,1.0625499999999999,1.0626756388888876,0.0002823062739199169,2192654.068239357,-7.718389652851062e-05,-6.718389652851062e-05,1e-05
